FIPS,County,Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered,Active,Admin
06001,Alameda,California,US,,37.64629437,-121.8929271,11,0,,,Admin3
06075,San Francisco,California,US,,37.75215114,-122.4385672,28,0,,,Admin3
06013,Contra Costa,California,US,,37.91923498,-121.9289527,29,0,,,Admin3
06077,San Joaquin,California,US,,37.93433732,-121.2730061,8,0,,,Admin3
06051,Mono,California,US,,37.93899289,-118.8872409,0,0,,,Admin3
06109,Tuolumne,California,US,,38.02644018,-119.9525093,0,0,,,Admin3
06041,Marin,California,US,,38.07122463,-122.7210631,5,0,,,Admin3
06009,Calaveras,California,US,,38.20537103,-120.552913,2,0,,,Admin3
06095,Solano,California,US,,38.26827353,-121.9357113,6,0,,,Admin3
06005,Amador,California,US,,38.44583082,-120.65696,0,0,,,Admin3
06067,Sacramento,California,US,,38.45106826,-121.3425374,29,1,,,Admin3
06055,Napa,California,US,,38.50735751,-122.332839,0,0,,,Admin3
06097,Sonoma,California,US,,38.52746429,-122.8862506,2,0,,,Admin3
06003,Alpine,California,US,,38.59678594,-119.8223594,0,0,,,Admin3
06113,Yolo,California,US,,38.68278902,-121.9018288,2,0,,,Admin3
06017,El Dorado,California,US,,38.77965956,-120.5233166,0,0,,,Admin3
06101,Sutter,California,US,,39.03417539,-121.6945899,0,0,,,Admin3
06061,Placer,California,US,,39.06167234,-120.7240569,5,1,,,Admin3
06033,Lake,California,US,,39.10124298,-122.7536244,0,0,,,Admin3
06011,Colusa,California,US,,39.17881957,-122.2331726,0,0,,,Admin3
06115,Yuba,California,US,,39.26255932,-121.3535644,0,0,,,Admin3
06057,Nevada,California,US,,39.30394768,-120.7627281,0,0,,,Admin3
06045,Mendocino,California,US,,39.4381191,-123.3911313,0,0,,,Admin3
06091,Sierra,California,US,,39.57713498,-120.5200701,0,0,,,Admin3
06021,Glenn,California,US,,39.59875897,-122.3938452,0,0,,,Admin3
06007,Butte,California,US,,39.66727762,-121.6005252,0,0,,,Admin3
06063,Plumas,California,US,,40.00355989,-120.8395236,0,0,,,Admin3
06103,Tehama,California,US,,40.12570935,-122.2370171,0,0,,,Admin3
06105,Trinity,California,US,,40.6491767,-123.114713,0,0,,,Admin3
06035,Lassen,California,US,,40.67311306,-120.5935099,0,0,,,Admin3
06023,Humboldt,California,US,,40.69923009,-123.876044,1,0,,,Admin3
06089,Shasta,California,US,,40.76391419,-122.0396884,1,0,,,Admin3
06049,Modoc,California,US,,41.58965602,-120.7244817,0,0,,,Admin3
06093,Siskiyou,California,US,,41.59198861,-122.5407434,0,0,,,Admin3
06015,Del Norte,California,US,,41.74228275,-123.8974063,0,0,,,Admin3
08007,Archuleta,Colorado,US,,37.19474156,-107.0476867,0,0,,,Admin3
08021,Conejos,Colorado,US,,37.201606,-106.1917488,0,0,,,Admin3
08023,Costilla,Colorado,US,,37.27732493,-105.4276548,0,0,,,Admin3
08067,La Plata,Colorado,US,,37.28632032,-107.8429014,0,0,,,Admin3
08071,Las Animas,Colorado,US,,37.3153406,-104.0376458,0,0,,,Admin3
08009,Baca,Colorado,US,,37.31940883,-102.5603223,0,0,,,Admin3
08083,Montezuma,Colorado,US,,37.33859579,-108.5958857,0,0,,,Admin3
08003,Alamosa,Colorado,US,,37.57250606,-105.7885451,0,0,,,Admin3
08105,Rio Grande,Colorado,US,,37.5836865,-106.3847838,0,0,,,Admin3
08079,Mineral,Colorado,US,,37.66954283,-106.9281698,0,0,,,Admin3
08055,Huerfano,Colorado,US,,37.68473101,-104.9612585,0,0,,,Admin3
08033,Dolores,Colorado,US,,37.75208676,-108.5211585,0,0,,,Admin3
08111,San Juan,Colorado,US,,37.76248981,-107.6763289,0,0,,,Admin3
08053,Hinsdale,Colorado,US,,37.82247444,-107.3004345,0,0,,,Admin3
08089,Otero,Colorado,US,,37.9014485,-103.7173385,0,0,,,Admin3
08011,Bent,Colorado,US,,37.95474293,-103.0720195,0,0,,,Admin3
08099,Prowers,Colorado,US,,37.95544985,-102.3926052,0,0,,,Admin3
08113,San Miguel,Colorado,US,,38.00450883,-108.4020725,0,0,,,Admin3
08109,Saguache,Colorado,US,,38.08054629,-106.282466,0,0,,,Admin3
08027,Custer,Colorado,US,,38.10883162,-105.3683478,0,0,,,Admin3
08091,Ouray,Colorado,US,,38.14717457,-107.7675136,0,0,,,Admin3
08101,Pueblo,Colorado,US,,38.17359144,-104.5127437,1,0,,,Admin3
08025,Crowley,Colorado,US,,38.32608609,-103.7844965,0,0,,,Admin3
08085,Montrose,Colorado,US,,38.40214114,-108.2639022,0,0,,,Admin3
08061,Kiowa,Colorado,US,,38.43260896,-102.7392145,0,0,,,Admin3
08043,Fremont,Colorado,US,,38.47362326,-105.4399667,0,0,,,Admin3
08051,Gunnison,Colorado,US,,38.66611652,-107.0320729,6,0,,,Admin3
08015,Chaffee,Colorado,US,,38.74745778,-106.1926573,0,0,,,Admin3
08017,Cheyenne,Colorado,US,,38.82777431,-102.6032558,0,0,,,Admin3
08041,El Paso,Colorado,US,,38.83240149,-104.5251411,3,1,,,Admin3
08029,Delta,Colorado,US,,38.86246243,-107.8631342,0,0,,,Admin3
08119,Teller,Colorado,US,,38.88133511,-105.1614893,0,0,,,Admin3
08073,Lincoln,Colorado,US,,38.98749519,-103.5136649,0,0,,,Admin3
08077,Mesa,Colorado,US,,39.01787888,-108.469799,1,0,,,Admin3
08093,Park,Colorado,US,,39.120926,-105.7182065,0,0,,,Admin3
08065,Lake,Colorado,US,,39.20278823,-106.3555697,0,0,,,Admin3
08097,Pitkin,Colorado,US,,39.21720112,-106.9310027,11,0,,,Admin3
08039,Elbert,Colorado,US,,39.28656773,-104.1358721,0,0,,,Admin3
08063,Kit Carson,Colorado,US,,39.30497777,-102.6022199,0,0,,,Admin3
08035,Douglas,Colorado,US,,39.33133796,-104.930001,4,0,,,Admin3
08059,Jefferson,Colorado,US,,39.58635604,-105.2517692,9,0,,,Admin3
08045,Garfield,Colorado,US,,39.59921777,-107.902708,0,0,,,Admin3
08037,Eagle,Colorado,US,,39.62754308,-106.6933637,20,0,,,Admin3
08117,Summit,Colorado,US,,39.63803232,-106.1150762,2,0,,,Admin3
08005,Arapahoe,Colorado,US,,39.64977461,-104.3353617,10,0,,,Admin3
08019,Clear Creek,Colorado,US,,39.68864463,-105.6463118,0,0,,,Admin3
08031,Denver,Colorado,US,,39.76018276,-104.8725695,21,0,,,Admin3
08047,Gilpin,Colorado,US,,39.85646523,-105.5252597,0,0,,,Admin3
08001,Adams,Colorado,US,,39.87432092,-104.3362578,6,0,,,Admin3
08014,Broomfield,Colorado,US,,39.95998787,-105.0566324,0,0,,,Admin3
08121,Washington,Colorado,US,,39.97015535,-103.202587,0,0,,,Admin3
08103,Rio Blanco,Colorado,US,,39.97913541,-108.2179009,0,0,,,Admin3
08125,Yuma,Colorado,US,,40.00346839,-102.4258673,0,0,,,Admin3
08013,Boulder,Colorado,US,,40.09313619,-105.3546767,0,0,,,Admin3
08049,Grand,Colorado,US,,40.10603347,-106.1178042,0,0,,,Admin3
08087,Morgan,Colorado,US,,40.2627981,-103.8093302,0,0,,,Admin3
08107,Routt,Colorado,US,,40.48596505,-106.9905548,1,0,,,Admin3
08123,Weld,Colorado,US,,40.55499405,-104.3929621,3,0,,,Admin3
08095,Phillips,Colorado,US,,40.59414277,-102.3577703,0,0,,,Admin3
08081,Moffat,Colorado,US,,40.61810999,-108.2070876,0,0,,,Admin3
08057,Jackson,Colorado,US,,40.6659387,-106.3408905,0,0,,,Admin3
08069,Larimer,Colorado,US,,40.66671597,-105.4625784,1,0,,,Admin3
08075,Logan,Colorado,US,,40.7249637,-103.110817,0,0,,,Admin3
08115,Sedgwick,Colorado,US,,40.87595412,-102.3519227,0,0,,,Admin3
09001,Fairfield,Connecticut,US,,41.26809896,-73.3881171,15,0,,,Admin3
09009,New Haven,Connecticut,US,,41.4080325,-72.93620426,4,0,,,Admin3
09007,Middlesex,Connecticut,US,,41.45949668,-72.53714864,0,0,,,Admin3
09011,New London,Connecticut,US,,41.48896435,-72.10430976,0,0,,,Admin3
09005,Litchfield,Connecticut,US,,41.7937534,-73.2451475,3,0,,,Admin3
09003,Hartford,Connecticut,US,,41.80283011,-72.73103891,2,0,,,Admin3
09015,Windham,Connecticut,US,,41.82972709,-71.98182316,0,0,,,Admin3
09013,Tolland,Connecticut,US,,41.85853803,-72.3308481,0,0,,,Admin3
10005,Sussex,Delaware,US,,38.66143781,-75.39031349,0,0,,,Admin3
10001,Kent,Delaware,US,,39.08646628,-75.56884914,0,0,,,Admin3
10003,New Castle,Delaware,US,,39.57992638,-75.64054974,6,0,,,Admin3
11001,District of Columbia,District of Columbia,US,,38.90417773,-77.01655992,0,0,,,Admin3
12087,Monroe,Florida,US,,25.20904673,-81.07812416,0,0,,,Admin3
12086,Miami-Dade,Florida,US,,25.6112362,-80.55170587,13,0,,,Admin3
12021,Collier,Florida,US,,26.11091986,-81.34687065,5,0,,,Admin3
12011,Broward,Florida,US,,26.15184651,-80.48725556,36,0,,,Admin3
12051,Hendry,Florida,US,,26.55386945,-81.16469006,0,0,,,Admin3
12071,Lee,Florida,US,,26.58410348,-81.88399313,5,2,,,Admin3
12099,Palm Beach,Florida,US,,26.64676272,-80.46536002,5,0,,,Admin3
12015,Charlotte,Florida,US,,26.90131002,-81.92949121,1,0,,,Admin3
12043,Glades,Florida,US,,26.95635849,-81.18996211,0,0,,,Admin3
12085,Martin,Florida,US,,27.0772071,-80.43109784,0,0,,,Admin3
12115,Sarasota,Florida,US,,27.18546175,-82.33174248,1,0,,,Admin3
12027,DeSoto,Florida,US,,27.18677893,-81.80941373,0,0,,,Admin3
12055,Highlands,Florida,US,,27.34254618,-81.34071957,0,0,,,Admin3
12111,St. Lucie,Florida,US,,27.37763908,-80.47106649,0,0,,,Admin3
12093,Okeechobee,Florida,US,,27.3863362,-80.88944347,0,0,,,Admin3
12081,Manatee,Florida,US,,27.47196942,-82.31831044,4,0,,,Admin3
12049,Hardee,Florida,US,,27.49293939,-81.80956574,0,0,,,Admin3
12061,Indian River,Florida,US,,27.69308961,-80.60556721,0,0,,,Admin3
12057,Hillsborough,Florida,US,,27.9276559,-82.32013172,4,0,,,Admin3
12103,Pinellas,Florida,US,,27.93130349,-82.72239666,2,0,,,Admin3
12105,Polk,Florida,US,,27.95027105,-81.69732947,0,0,,,Admin3
12097,Osceola,Florida,US,,28.06312234,-81.14882926,1,0,,,Admin3
12009,Brevard,Florida,US,,28.29409504,-80.73091022,0,0,,,Admin3
12101,Pasco,Florida,US,,28.30810945,-82.40227529,2,0,,,Admin3
12095,Orange,Florida,US,,28.51367621,-81.31799498,2,0,,,Admin3
12053,Hernando,Florida,US,,28.55364461,-82.42700204,0,0,,,Admin3
12119,Sumter,Florida,US,,28.70181754,-82.0794267,0,0,,,Admin3
12117,Seminole,Florida,US,,28.7158582,-81.24060348,1,0,,,Admin3
12069,Lake,Florida,US,,28.76202069,-81.7125123,0,0,,,Admin3
12017,Citrus,Florida,US,,28.84804315,-82.47614748,1,0,,,Admin3
12127,Volusia,Florida,US,,29.05858895,-81.18263252,5,0,,,Admin3
12083,Marion,Florida,US,,29.21227113,-82.05803627,0,0,,,Admin3
12075,Levy,Florida,US,,29.31829741,-82.74007147,0,0,,,Admin3
12035,Flagler,Florida,US,,29.45933576,-81.31508595,0,0,,,Admin3
12029,Dixie,Florida,US,,29.60631086,-83.15724673,0,0,,,Admin3
12107,Putnam,Florida,US,,29.60779729,-81.74230285,0,0,,,Admin3
12001,Alachua,Florida,US,,29.67866525,-82.35928158,1,0,,,Admin3
12041,Gilchrist,Florida,US,,29.72856978,-82.79880657,0,0,,,Admin3
12037,Franklin,Florida,US,,29.83791238,-84.82731662,0,0,,,Admin3
12109,St. Johns,Florida,US,,29.90096506,-81.43589967,1,0,,,Admin3
12045,Gulf,Florida,US,,29.93543004,-85.2427099,0,0,,,Admin3
12007,Bradford,Florida,US,,29.95079741,-82.16611613,0,0,,,Admin3
12019,Clay,Florida,US,,29.98319144,-81.85609986,3,0,,,Admin3
12067,Lafayette,Florida,US,,29.98484137,-83.18166636,0,0,,,Admin3
12125,Union,Florida,US,,30.04412971,-82.37497443,0,0,,,Admin3
12123,Taylor,Florida,US,,30.04848048,-83.60445406,0,0,,,Admin3
12129,Wakulla,Florida,US,,30.16548905,-84.39895211,0,0,,,Admin3
12121,Suwannee,Florida,US,,30.19746066,-82.9909967,0,0,,,Admin3
12023,Columbia,Florida,US,,30.22509788,-82.62160164,0,0,,,Admin3
12077,Liberty,Florida,US,,30.23766008,-84.8829258,0,0,,,Admin3
12005,Bay,Florida,US,,30.26548745,-85.62122584,0,0,,,Admin3
12003,Baker,Florida,US,,30.33060121,-82.28467476,0,0,,,Admin3
12031,Duval,Florida,US,,30.33225875,-81.66976468,4,0,,,Admin3
12013,Calhoun,Florida,US,,30.40666734,-85.19394153,0,0,,,Admin3
12065,Jefferson,Florida,US,,30.43669112,-83.89442308,0,0,,,Admin3
12079,Madison,Florida,US,,30.44396917,-83.47398594,0,0,,,Admin3
12073,Leon,Florida,US,,30.45955727,-84.27491114,0,0,,,Admin3
12047,Hamilton,Florida,US,,30.49673973,-82.94998918,0,0,,,Admin3
12039,Gadsden,Florida,US,,30.57796289,-84.61915825,0,0,,,Admin3
12089,Nassau,Florida,US,,30.61037141,-81.80297522,1,0,,,Admin3
12133,Washington,Florida,US,,30.61359259,-85.66002461,0,0,,,Admin3
12131,Walton,Florida,US,,30.64204028,-86.16935664,0,0,,,Admin3
12033,Escambia,Florida,US,,30.67652764,-87.37284571,0,0,,,Admin3
12091,Okaloosa,Florida,US,,30.69143028,-86.59267105,1,0,,,Admin3
12113,Santa Rosa,Florida,US,,30.6934145,-87.02458128,1,1,,,Admin3
12063,Jackson,Florida,US,,30.7954597,-85.21500423,0,0,,,Admin3
12059,Holmes,Florida,US,,30.86747479,-85.81319222,0,0,,,Admin3
13101,Echols,Georgia,US,,30.71101099,-82.89687287,0,0,,,Admin3
13049,Charlton,Georgia,US,,30.78371028,-82.13951596,1,0,,,Admin3
13185,Lowndes,Georgia,US,,30.83568832,-83.27056716,2,0,,,Admin3
13027,Brooks,Georgia,US,,30.83922642,-83.58303423,0,0,,,Admin3
13275,Thomas,Georgia,US,,30.86392347,-83.91847289,0,0,,,Admin3
13131,Grady,Georgia,US,,30.87454847,-84.23418364,0,0,,,Admin3
13087,Decatur,Georgia,US,,30.87967778,-84.57619536,0,0,,,Admin3
13065,Clinch,Georgia,US,,30.91395822,-82.70432472,0,0,,,Admin3
13039,Camden,Georgia,US,,30.92951916,-81.66601818,0,0,,,Admin3
13253,Seminole,Georgia,US,,30.93464824,-84.86823924,0,0,,,Admin3
13173,Lanier,Georgia,US,,31.0382857,-83.06472457,0,0,,,Admin3
13299,Ware,Georgia,US,,31.05449097,-82.42224148,0,0,,,Admin3
13075,Cook,Georgia,US,,31.16068491,-83.42947229,0,0,,,Admin3
13201,Miller,Georgia,US,,31.16568912,-84.73151117,0,0,,,Admin3
13071,Colquitt,Georgia,US,,31.18810588,-83.7677946,0,0,,,Admin3
13025,Brantley,Georgia,US,,31.19576557,-81.97743999,0,0,,,Admin3
13205,Mitchell,Georgia,US,,31.22483255,-84.19381821,0,0,,,Admin3
13127,Glynn,Georgia,US,,31.23279254,-81.53811412,0,0,,,Admin3
13019,Berrien,Georgia,US,,31.27590016,-83.2252992,0,0,,,Admin3
13003,Atkinson,Georgia,US,,31.29633502,-82.87545866,0,0,,,Admin3
13099,Early,Georgia,US,,31.32155345,-84.90255207,0,0,,,Admin3
13007,Baker,Georgia,US,,31.32669878,-84.44218806,0,0,,,Admin3
13229,Pierce,Georgia,US,,31.35928155,-82.21598442,0,0,,,Admin3
13277,Tift,Georgia,US,,31.45743864,-83.5236119,0,0,,,Admin3
13191,McIntosh,Georgia,US,,31.49683595,-81.40163426,0,0,,,Admin3
13037,Calhoun,Georgia,US,,31.53169785,-84.62725131,0,0,,,Admin3
13095,Dougherty,Georgia,US,,31.53328528,-84.21722377,6,0,,,Admin3
13069,Coffee,Georgia,US,,31.54892966,-82.8549206,0,0,,,Admin3
13321,Worth,Georgia,US,,31.55162306,-83.85090513,0,0,,,Admin3
13305,Wayne,Georgia,US,,31.5521809,-81.91894878,0,0,,,Admin3
13005,Bacon,Georgia,US,,31.55456473,-82.45936528,0,0,,,Admin3
13155,Irwin,Georgia,US,,31.60213036,-83.27501387,0,0,,,Admin3
13061,Clay,Georgia,US,,31.62221166,-84.97713865,0,0,,,Admin3
13287,Turner,Georgia,US,,31.71612656,-83.62069378,0,0,,,Admin3
13001,Appling,Georgia,US,,31.74847232,-82.28909114,0,0,,,Admin3
13183,Long,Georgia,US,,31.75218791,-81.74952375,0,0,,,Admin3
13017,Ben Hill,Georgia,US,,31.76095874,-83.22145359,0,0,,,Admin3
13243,Randolph,Georgia,US,,31.76622818,-84.75732369,0,0,,,Admin3
13273,Terrell,Georgia,US,,31.77527543,-84.44069698,0,0,,,Admin3
13177,Lee,Georgia,US,,31.7793306,-84.14324253,2,0,,,Admin3
13161,Jeff Davis,Georgia,US,,31.80405727,-82.6372487,0,0,,,Admin3
13179,Liberty,Georgia,US,,31.82588896,-81.49251135,0,0,,,Admin3
13239,Quitman,Georgia,US,,31.86728114,-85.01773177,0,0,,,Admin3
13081,Crisp,Georgia,US,,31.92289565,-83.76811843,0,0,,,Admin3
13271,Telfair,Georgia,US,,31.92829517,-82.93491155,0,0,,,Admin3
13315,Wilcox,Georgia,US,,31.97496928,-83.43438555,0,0,,,Admin3
13051,Chatham,Georgia,US,,32.00043026,-81.12489526,0,0,,,Admin3
13029,Bryan,Georgia,US,,32.00979311,-81.44002948,0,0,,,Admin3
13261,Sumter,Georgia,US,,32.03650571,-84.19821492,0,0,,,Admin3
13307,Webster,Georgia,US,,32.04066113,-84.54742852,0,0,,,Admin3
13267,Tattnall,Georgia,US,,32.04785085,-82.05539188,0,0,,,Admin3
13259,Stewart,Georgia,US,,32.07996777,-84.83208037,0,0,,,Admin3
13309,Wheeler,Georgia,US,,32.12009104,-82.72574721,0,0,,,Admin3
13279,Toombs,Georgia,US,,32.12059861,-82.32957247,0,0,,,Admin3
13109,Evans,Georgia,US,,32.15328841,-81.8870105,0,0,,,Admin3
13093,Dooly,Georgia,US,,32.15630737,-83.79746561,0,0,,,Admin3
13209,Montgomery,Georgia,US,,32.17201038,-82.53527476,0,0,,,Admin3
13091,Dodge,Georgia,US,,32.17265114,-83.16948926,0,0,,,Admin3
13235,Pulaski,Georgia,US,,32.23334561,-83.4754996,0,0,,,Admin3
13249,Schley,Georgia,US,,32.2654021,-84.31258912,0,0,,,Admin3
13053,Chattahoochee,Georgia,US,,32.34341231,-84.78809239,0,0,,,Admin3
13197,Marion,Georgia,US,,32.3483402,-84.52733571,0,0,,,Admin3
13193,Macon,Georgia,US,,32.35207048,-84.04234127,0,0,,,Admin3
13103,Effingham,Georgia,US,,32.36616021,-81.34280942,0,0,,,Admin3
13031,Bulloch,Georgia,US,,32.39577406,-81.74811421,0,0,,,Admin3
13043,Candler,Georgia,US,,32.40209349,-82.07702563,0,0,,,Admin3
13283,Treutlen,Georgia,US,,32.40422134,-82.56904553,0,0,,,Admin3
13023,Bleckley,Georgia,US,,32.43829035,-83.33035166,0,0,,,Admin3
13153,Houston,Georgia,US,,32.45802497,-83.66879087,0,0,,,Admin3
13175,Laurens,Georgia,US,,32.46325233,-82.92221316,0,0,,,Admin3
13215,Muscogee,Georgia,US,,32.50931999,-84.87142262,0,0,,,Admin3
13269,Taylor,Georgia,US,,32.55792548,-84.25077141,0,0,,,Admin3
13225,Peach,Georgia,US,,32.56934316,-83.82937,0,0,,,Admin3
13107,Emanuel,Georgia,US,,32.59221302,-82.30239915,0,0,,,Admin3
13289,Twiggs,Georgia,US,,32.67435595,-83.43078662,0,0,,,Admin3
13263,Talbot,Georgia,US,,32.69642758,-84.53351366,0,0,,,Admin3
13167,Johnson,Georgia,US,,32.70211082,-82.66166794,0,0,,,Admin3
13079,Crawford,Georgia,US,,32.71391813,-83.98061238,0,0,,,Admin3
13145,Harris,Georgia,US,,32.73709786,-84.90538572,0,0,,,Admin3
13251,Screven,Georgia,US,,32.74976524,-81.60779441,0,0,,,Admin3
13165,Jenkins,Georgia,US,,32.79248718,-81.96040187,0,0,,,Admin3
13319,Wilkinson,Georgia,US,,32.80291082,-83.17140684,0,0,,,Admin3
13021,Bibb,Georgia,US,,32.80904227,-83.70489165,0,0,,,Admin3
13293,Upson,Georgia,US,,32.87920671,-84.30024826,0,0,,,Admin3
13303,Washington,Georgia,US,,32.96711864,-82.79357039,0,0,,,Admin3
13207,Monroe,Georgia,US,,33.014289,-83.92097166,0,0,,,Admin3
13169,Jones,Georgia,US,,33.02512137,-83.56019163,0,0,,,Admin3
13285,Troup,Georgia,US,,33.03349196,-85.02812115,0,0,,,Admin3
13199,Meriwether,Georgia,US,,33.04163534,-84.68859732,0,0,,,Admin3
13163,Jefferson,Georgia,US,,33.05867328,-82.41609057,0,0,,,Admin3
13033,Burke,Georgia,US,,33.05917989,-81.99928721,0,0,,,Admin3
13009,Baldwin,Georgia,US,,33.06882326,-83.24701748,0,0,,,Admin3
13171,Lamar,Georgia,US,,33.07841647,-84.14263877,0,0,,,Admin3
13231,Pike,Georgia,US,,33.09310242,-84.38790389,0,0,,,Admin3
13125,Glascock,Georgia,US,,33.22879932,-82.61297636,0,0,,,Admin3
13255,Spalding,Georgia,US,,33.26310031,-84.28013991,0,0,,,Admin3
13141,Hancock,Georgia,US,,33.2721566,-82.99766919,0,0,,,Admin3
13035,Butts,Georgia,US,,33.2830945,-83.9543504,0,0,,,Admin3
13149,Heard,Georgia,US,,33.29686567,-85.12886832,0,0,,,Admin3
13159,Jasper,Georgia,US,,33.31535543,-83.68844964,0,0,,,Admin3
13237,Putnam,Georgia,US,,33.32056115,-83.37552891,0,0,,,Admin3
13077,Coweta,Georgia,US,,33.35334302,-84.76129976,2,0,,,Admin3
13245,Richmond,Georgia,US,,33.35777107,-82.07026432,0,0,,,Admin3
13301,Warren,Georgia,US,,33.41146451,-82.67795848,0,0,,,Admin3
13113,Fayette,Georgia,US,,33.41357794,-84.49089434,5,0,,,Admin3
13151,Henry,Georgia,US,,33.4533428,-84.1481466,1,0,,,Admin3
13189,McDuffie,Georgia,US,,33.47851918,-82.48252774,0,0,,,Admin3
13063,Clayton,Georgia,US,,33.54187245,-84.35594188,2,0,,,Admin3
13073,Columbia,Georgia,US,,33.54534185,-82.263524,0,0,,,Admin3
13217,Newton,Georgia,US,,33.55514538,-83.8454714,2,0,,,Admin3
13265,Taliaferro,Georgia,US,,33.56543317,-82.88136816,0,0,,,Admin3
13133,Greene,Georgia,US,,33.5769205,-83.17139104,0,0,,,Admin3
13045,Carroll,Georgia,US,,33.58138199,-85.07976677,0,0,,,Admin3
13211,Morgan,Georgia,US,,33.59232073,-83.49129491,0,0,,,Admin3
13247,Rockdale,Georgia,US,,33.65145002,-84.02202167,0,0,,,Admin3
13097,Douglas,Georgia,US,,33.70291126,-84.77026156,0,0,,,Admin3
13089,DeKalb,Georgia,US,,33.76944049,-84.22396017,10,0,,,Admin3
13297,Walton,Georgia,US,,33.78017694,-83.73552314,0,0,,,Admin3
13317,Wilkes,Georgia,US,,33.78290391,-82.74286107,0,0,,,Admin3
13181,Lincoln,Georgia,US,,33.79201475,-82.45024131,0,0,,,Admin3
13121,Fulton,Georgia,US,,33.79216944,-84.46319413,20,0,,,Admin3
13143,Haralson,Georgia,US,,33.79602175,-85.21005667,0,0,,,Admin3
13219,Oconee,Georgia,US,,33.83749973,-83.43679568,0,0,,,Admin3
13221,Oglethorpe,Georgia,US,,33.8786296,-83.08278123,0,0,,,Admin3
13223,Paulding,Georgia,US,,33.91969522,-84.86848792,0,0,,,Admin3
13067,Cobb,Georgia,US,,33.94243204,-84.5761255,19,1,,,Admin3
13059,Clarke,Georgia,US,,33.95436462,-83.37124007,2,0,,,Admin3
13135,Gwinnett,Georgia,US,,33.96044201,-84.02137802,4,0,,,Admin3
13013,Barrow,Georgia,US,,33.99148694,-83.71436292,0,0,,,Admin3
13233,Polk,Georgia,US,,34.00267074,-85.18677781,1,0,,,Admin3
13105,Elbert,Georgia,US,,34.11302332,-82.83936148,0,0,,,Admin3
13195,Madison,Georgia,US,,34.12920917,-83.21218732,0,0,,,Admin3
13157,Jackson,Georgia,US,,34.13794553,-83.56814788,0,0,,,Admin3
13117,Forsyth,Georgia,US,,34.22604035,-84.1231513,0,0,,,Admin3
13015,Bartow,Georgia,US,,34.23732119,-84.83887523,9,0,,,Admin3
13057,Cherokee,Georgia,US,,34.24393976,-84.47431861,6,0,,,Admin3
13115,Floyd,Georgia,US,,34.26268279,-85.21577392,3,0,,,Admin3
13139,Hall,Georgia,US,,34.32207823,-83.81896936,0,0,,,Admin3
13147,Hart,Georgia,US,,34.34626973,-82.96567682,0,0,,,Admin3
13011,Banks,Georgia,US,,34.35607081,-83.49644388,0,0,,,Admin3
13119,Franklin,Georgia,US,,34.37525597,-83.23159927,0,0,,,Admin3
13085,Dawson,Georgia,US,,34.44244079,-84.16964071,0,0,,,Admin3
13227,Pickens,Georgia,US,,34.46589159,-84.46406611,0,0,,,Admin3
13055,Chattooga,Georgia,US,,34.47197698,-85.34535662,0,0,,,Admin3
13129,Gordon,Georgia,US,,34.50487351,-84.87296253,2,0,,,Admin3
13257,Stephens,Georgia,US,,34.55151201,-83.29405315,0,0,,,Admin3
13187,Lumpkin,Georgia,US,,34.57286511,-84.00425681,0,0,,,Admin3
13137,Habersham,Georgia,US,,34.63331566,-83.53094677,0,0,,,Admin3
13311,White,Georgia,US,,34.64624278,-83.74905525,0,0,,,Admin3
13123,Gilmer,Georgia,US,,34.69316688,-84.45802506,0,0,,,Admin3
13295,Walker,Georgia,US,,34.73376362,-85.30165174,0,0,,,Admin3
13213,Murray,Georgia,US,,34.78897608,-84.74993177,0,0,,,Admin3
13313,Whitfield,Georgia,US,,34.80987459,-84.96093476,0,0,,,Admin3
13291,Union,Georgia,US,,34.82995757,-83.98967069,0,0,,,Admin3
13083,Dade,Georgia,US,,34.8549167,-85.50490424,0,0,,,Admin3
13111,Fannin,Georgia,US,,34.86430205,-84.316964,0,0,,,Admin3
13241,Rabun,Georgia,US,,34.88389445,-83.40304637,0,0,,,Admin3
13047,Catoosa,Georgia,US,,34.89872298,-85.13757014,0,0,,,Admin3
13281,Towns,Georgia,US,,34.91369188,-83.7410746,0,0,,,Admin3
15001,Hawaii,Hawaii,US,,19.60121157,-155.5210167,0,0,,,Admin3
15009,Maui,Hawaii,US,,20.86399628,-156.5689097,0,0,,,Admin3
15005,Kalawao,Hawaii,US,,21.17882515,-156.9583592,0,0,,,Admin3
15003,Honolulu,Hawaii,US,,21.45803166,-157.9712182,3,0,,,Admin3
15007,Kauai,Hawaii,US,,22.03935037,-159.5966786,0,0,,,Admin3
16041,Franklin,Idaho,US,,42.18332217,-111.8149666,0,0,,,Admin3
16071,Oneida,Idaho,US,,42.1949428,-112.5407838,0,0,,,Admin3
16007,Bear Lake,Idaho,US,,42.28269683,-111.3289238,0,0,,,Admin3
16031,Cassia,Idaho,US,,42.28347888,-113.6012409,0,0,,,Admin3
16083,Twin Falls,Idaho,US,,42.35440512,-114.6685381,0,0,,,Admin3
16073,Owyhee,Idaho,US,,42.58016894,-116.1693871,0,0,,,Admin3
16005,Bannock,Idaho,US,,42.67002716,-112.2233311,0,0,,,Admin3
16053,Jerome,Idaho,US,,42.68891267,-114.2655033,0,0,,,Admin3
16077,Power,Idaho,US,,42.69254894,-112.8395742,0,0,,,Admin3
16029,Caribou,Idaho,US,,42.77149116,-111.5597683,0,0,,,Admin3
